WEO Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After,Subject Descriptor
642,74.299,77.68,102.73,123.326,149.546,221.465,210.748,208.783,209.692,192.103,195.784,196.548,164.659,157.328,191.591,187.656,202.713,174.473,117.086,159.686,134.368,122.42,118.066,154.007,165.275,203.652,226.774,227.549,267.493,210.171,259.493,297.509,295.038,289.679,284.185,277.464,267.943,248.934,275.56,263.934,230.11,237.278,242.376,246.416,250.996,255.188,2017.0,Implied PPP conversion rate
642,5.802,6.771,9.362,14.984,23.902,38.564,33.353,34.395,34.279,31.47,33.668,33.645,34.593,33.645,48.363,54.02,54.019,56.032,59.723,60.394,64.39,72.233,76.711,81.209,85.346,88.046,91.398,94.813,100.0,104.997,110.697,116.143,119.121,124.917,128.133,130.187,132.791,132.492,135.923,141.536,144.533,147.687,150.84,153.992,157.141,160.357,2019.0,"Inflation, end of period consumer prices"
642,248.537,206.979,221.296,199.411,158.032,115.36,118.986,183.0,227.947,116.797,212.931,284.516,594.77,256.307,509.844,141.501,22.943,14.753,35.087,18.686,22.645,13.476,11.255,13.782,10.764,14.122,18.093,19.689,19.893,39.847,31.179,27.493,35.2,29.274,31.598,41.571,27.819,20.07,18.611,16.153,20.086,17.476,16.357,16.346,16.16,16.041,2017.0,General government total expenditure
643,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,1.696,1.956,2.67,3.052,3.683,4.138,4.611,5.008,5.262,6.585,7.878,9.347,11.834,13.064,14.411,15.682,14.186,19.936,24.439,31.749,34.669,30.104,40.04,30.953,33.366,28.702,30.235,29.876,31.28,34.33,36.184,38.226,40.42,42.772,2018.0,"Gross domestic product, current prices"
643,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Employment
643,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,2.258,2.239,2.218,2.204,2.196,2.195,2.206,2.237,2.292,2.375,2.481,2.601,2.72,2.827,2.918,2.997,3.063,3.12,3.17,3.214,3.25,3.281,3.311,3.343,3.377,3.413,3.453,3.497,3.546,3.601,3.662,3.728,3.796,3.866,2006.0,Population
939,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,25.9,19.371,-2.468,12.281,10.426,-3.639,-6.949,6.331,2.821,10.174,17.293,19.921,9.53,12.616,0.897,-20.308,24.217,24.173,4.826,2.801,2.64,-1.502,4.822,4.136,4.008,6.231,-8.817,6.958,4.841,3.594,3.0,3.0,2019.0,Volume of exports of goods and services
939,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,0.019,0.039,0.055,0.159,0.202,-0.03,0.034,-0.113,-0.618,0.138,0.138,0.074,0.199,0.157,0.28,0.255,0.117,-0.064,-0.276,-0.29,-1.517,-1.318,-1.301,-1.173,-1.219,-1.057,2019.0,General government structural balance
734,1353.87,1390.764,1208.985,1207.844,999.523,762.131,936.249,1172.28,1332.878,1306.668,1552.212,1567.762,1699.814,1750.159,1859.518,2171.72,2012.452,2105.168,1914.241,1861.496,1818.67,1599.207,1473.717,2235.678,2797.022,3174.588,3262.223,3402.163,3214.488,3479.71,4263.91,4603.196,4628.251,4326.001,4133.025,3779.595,3536.599,4072.023,4267.107,4113.89,3414.805,3697.208,4101.994,2.0,2.0,2.0,2017.0,"Gross domestic product per capita, current prices"
644,445.418,446.289,456.552,491.959,450.065,510.271,513.321,531.366,533.149,542.821,557.0,595.438,607.234,753.151,774.261,897.629,981.918,988.546,924.818,967.236,1057.138,1048.147,997.728,1037.152,1194.264,1429.415,1721.802,2192.081,3114.168,4137.061,4654.871,6114.542,8731.868,9969.713,12007.519,14460.306,16900.623,19780.625,23371.201,27915.342,34082.171,40059.142,47514.667,2.0,2.0,2.0,2016.0,"Gross domestic product per capita, current prices"
819,28.141,29.436,26.139,23.209,18.945,20.128,16.332,14.336,11.52,13.431,14.284,15.717,12.76,15.973,13.485,13.715,16.703,18.348,28.243,22.852,17.322,16.204,19.85,22.143,19.269,21.04,18.649,15.613,23.423,19.019,18.738,20.999,17.272,27.634,19.169,21.109,19.256,19.551,20.365,19.956,21.286,21.382,21.378,21.674,21.613,21.774,2018.0,Total investment
819,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government structural balance
132,0.781,0.797,0.841,0.887,0.917,0.937,0.965,0.965,0.962,0.956,0.946,0.939,0.936,0.929,0.918,0.909,0.905,0.897,0.896,0.885,0.879,0.877,0.882,0.882,0.872,0.862,0.855,0.854,0.858,0.852,0.851,0.841,0.844,0.812,0.808,0.808,0.78,0.766,0.756,0.751,0.756,0.741,0.735,0.731,0.728,0.725,2019.0,Implied PPP conversion rate
648,1734.392,1790.124,1891.973,2111.281,2068.501,2515.069,3353.509,4411.635,4664.684,5322.051,6230.917,7000.306,7388.687,7659.886,7706.944,7781.339,8094.345,8352.044,8677.664,9244.35,9797.863,11562.417,12579.428,16585.32,19301.995,19023.271,18589.666,19410.706,20517.129,22202.256,24108.188,22472.085,23826.265,25188.837,25349.81,28084.848,29960.807,31682.722,35281.667,38921.257,38912.545,43351.616,46077.471,2.0,2.0,2.0,2018.0,"Gross domestic product per capita, current prices"
648,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,-0.771,-12.53,15.041,-21.161,28.78,-0.115,-2.212,1.209,-4.406,-1.065,-10.181,-3.485,19.789,6.84,7.369,5.909,8.884,6.0,6.0,5.832,5.525,5.448,5.261,5.613,5.536,5.477,2018.0,Volume of Imports of goods
648,0.601,0.638,0.662,0.688,0.716,0.746,0.776,0.808,0.841,0.875,0.911,0.948,0.987,1.045,1.081,1.115,1.148,1.201,1.238,1.277,1.318,1.36,1.404,1.45,1.497,1.544,1.591,1.64,1.689,1.74,1.793,1.848,1.905,1.964,2.024,2.086,2.149,2.214,2.28,2.349,2.419,2.492,2.567,2.644,2.724,2.805,2018.0,Population
915,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,39.7,42.5,47.1,52.3,54.6,56.5,59.6,63.704,68.471,72.702,79.084,87.763,92.632,95.398,106.122,108.288,106.801,109.334,111.468,116.907,119.049,127.045,128.969,137.993,142.823,147.107,151.521,156.066,160.748,165.571,2019.0,"Inflation, end of period consumer prices"
915,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,12.715,7.551,12.381,12.628,10.346,11.148,13.5,12.7,13.9,15.1,15.4,17.4,17.9,18.3,17.4,17.3,17.2,16.9,14.6,14.1,14.0,13.9,12.7,11.6,19.26,21.4,21.678,2.0,2.0,2.0,2015.0,Unemployment rate
915,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,4.93,4.742,4.573,4.41,4.29,4.198,4.117,4.038,3.991,3.966,3.938,3.917,3.888,3.873,3.848,3.829,3.8,3.774,3.739,3.718,3.717,3.722,3.729,3.726,3.73,3.724,3.704,3.707,3.71,3.71,3.707,3.702,2015.0,Population
915,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government net debt
134,10309.039,10740.646,11172.766,11756.427,12383.33,12960.729,13696.14,14142.358,14800.471,15585.184,16687.271,19829.13,21143.602,21630.279,22546.051,23301.643,23584.982,24060.164,24733.122,25293.746,25892.145,26651.21,26944.845,27119.606,27775.892,28133.691,29382.405,30861.404,31529.916,30388.062,31941.408,33554.053,34134.502,34860.269,36148.698,37046.042,38066.522,39438.402,40484.525,41508.31,39772.263,42259.493,44184.405,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
134,2.502,0.667,-2.051,-2.539,-1.952,-2.127,-2.246,-3.405,-2.519,-1.496,1.315,2.621,2.592,-0.611,-0.277,-0.666,-1.248,-0.934,-0.499,-0.048,1.315,1.585,0.368,-1.37,-1.29,-1.791,0.435,2.367,2.489,-3.833,-0.963,1.375,0.276,-0.8,-0.33,-0.328,0.163,1.017,1.18,0.398,-3.455,-1.817,-0.68,-0.171,-0.091,0.005,2019.0,Output gap in percent of potential GDP
134,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,-3.189,-2.605,-3.095,-2.524,-9.432,-3.57,-2.942,-2.567,-1.719,-1.585,-3.025,-3.875,-3.704,-3.334,-3.319,-1.653,0.261,-0.116,-3.151,-4.379,-0.881,0.009,0.04,0.58,0.961,1.16,1.362,1.837,1.521,-8.175,-3.199,0.619,0.836,1.036,1.046,2019.0,General government net lending/borrowing
134,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,-5.075,-4.029,-2.766,-2.376,-2.848,-2.897,-2.443,-2.301,-1.694,-4.799,-3.411,-3.607,-2.689,-2.772,-2.385,-1.952,-0.932,-1.031,-1.063,-2.67,-1.414,-0.004,0.601,1.157,1.193,1.221,1.157,1.305,1.293,-5.82,-1.846,0.955,0.921,1.081,1.044,2019.0,General government structural balance
174,0.679,-1.556,-1.13,-1.078,2.007,2.513,0.515,-2.257,4.288,3.799,14.457,3.102,0.697,-1.599,2.0,2.1,2.862,4.484,3.895,3.072,3.92,4.132,3.923,5.795,5.061,0.599,5.652,3.274,-0.335,-4.301,-5.478,-9.132,-7.3,-3.242,0.74,-0.438,-0.191,1.505,1.934,1.87,-9.504,4.117,5.579,3.742,2.433,1.011,2019.0,"Gross domestic product, constant prices"
174,5.101,6.203,7.891,9.518,11.605,13.812,16.42,18.925,22.081,25.282,30.514,36.552,41.962,48.016,53.385,58.613,63.088,67.223,70.654,73.214,74.379,76.964,79.542,82.288,84.809,86.709,89.74,92.811,96.843,99.332,100.0,100.798,100.425,98.063,96.266,95.932,95.698,96.272,96.801,96.434,96.658,97.239,98.133,99.719,101.439,103.299,2019.0,"Gross domestic product, deflator"
174,0.636,0.616,0.607,0.586,0.573,0.568,0.551,0.519,0.518,0.518,0.498,0.501,0.455,0.439,0.434,0.428,0.424,0.426,0.43,0.429,0.425,0.433,0.437,0.444,0.443,0.425,0.427,0.418,0.405,0.389,0.349,0.305,0.279,0.273,0.269,0.262,0.26,0.257,0.254,0.252,0.239,0.237,0.24,0.24,0.237,0.231,2019.0,Gross domestic product based on purchasing-power-parity (PPP) share of world total
174,21.613,7.345,-14.984,-2.497,7.71,-3.393,22.199,2.322,-8.666,11.141,-7.213,5.749,11.626,-6.856,4.574,6.563,0.861,10.65,2.594,9.427,14.205,0.954,-6.964,-2.057,11.033,8.317,11.156,11.614,0.013,-13.302,7.722,5.211,6.578,1.597,4.12,8.222,3.721,5.656,8.415,0.56,-1.975,10.355,7.779,5.388,2.55,2.518,2019.0,Volume of exports of goods
328,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,18.273,17.733,20.057,20.94,24.014,20.296,17.008,20.551,21.548,22.75,24.136,24.137,2019.0,Total investment
328,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,11.329,7.419,15.951,4.674,2.803,-24.577,9.501,16.181,6.133,5.499,2.41,2018.0,Volume of imports of goods and services
258,-10.2,2.4,-7.3,-16.2,10.4,-1.9,-14.8,42.2,1.7,0.2,-8.925,16.208,34.768,7.697,4.437,8.741,-5.5,32.555,30.74,-0.549,14.671,0.444,5.736,-1.184,6.148,-0.602,6.447,7.827,-5.729,-7.706,10.004,6.97,2.777,4.566,3.37,3.648,0.942,2.926,3.864,5.574,-6.0,9.0,4.5,3.806,3.602,3.502,2019.0,Volume of Imports of goods
656,64.307,63.824,77.942,96.995,117.251,135.251,224.941,279.35,328.264,386.369,436.784,532.183,656.745,645.84,641.18,664.927,654.79,654.562,676.887,691.498,699.39,694.738,696.176,802.372,908.949,1249.749,1565.823,1737.427,1988.82,2017.229,2328.326,2485.901,2789.94,2932.747,3059.935,3164.996,3159.342,3216.035,3455.846,3710.024,3968.683,4201.118,4461.742,2.0,2.0,2.0,2018.0,Implied PPP conversion rate
656,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government structural balance
654,144.45,91.037,99.518,84.405,116.063,89.233,78.437,86.036,111.116,104.283,75.373,58.122,74.769,60.138,100.603,40.375,39.272,53.928,30.609,21.945,20.061,18.882,23.596,27.648,20.962,18.253,20.079,24.273,17.339,18.365,19.494,15.846,19.354,19.23,20.14,14.975,18.131,18.121,14.66,15.881,19.716,20.007,18.708,18.393,18.417,18.649,2018.0,Total investment
263,7.727,8.506,8.847,9.496,10.522,11.684,12.982,6.396,4.206,3.888,4.949,5.335,5.208,7.877,26.164,40.729,46.647,54.006,62.997,69.254,77.58,85.7,94.028,119.758,140.387,168.035,197.138,220.11,250.59,267.88,266.952,302.854,328.061,364.517,391.635,423.644,481.212,551.911,631.829,732.313,860.465,1078.043,1310.067,2.0,2.0,2.0,2018.0,"Gross domestic product, current prices"
263,1126.992,1224.509,1241.528,1248.36,1273.075,1299.834,1306.044,1308.916,1346.658,1356.009,1372.351,1410.518,1383.116,1319.022,1165.649,1283.244,1336.238,1371.115,1391.85,1425.045,1444.445,1436.103,1430.997,1438.882,1402.405,1448.459,1501.45,1568.069,1586.785,1622.7,1527.769,1621.23,1589.931,1674.512,1719.115,1704.931,1757.384,1763.407,1809.342,1796.99,1728.068,1765.89,1793.737,2.0,2.0,2.0,0.0,"Gross domestic product per capita, current prices"
263,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,26.095,28.13,24.529,26.004,27.698,27.337,25.855,25.067,30.694,27.343,27.418,29.351,30.481,28.844,27.493,25.407,27.856,29.545,30.025,30.938,32.399,30.486,28.977,29.007,29.928,24.287,31.708,29.722,29.461,28.943,28.631,2018.0,Total investment
268,-0.317,-0.303,-0.222,-0.22,-0.273,-0.182,-0.101,-0.242,-0.132,-0.218,-0.08,-0.15,-0.22,-0.31,-0.309,-0.177,-0.194,-0.17,-0.128,-0.241,-0.508,-0.479,-0.282,-0.553,-0.678,-0.29,-0.404,-1.116,-2.13,-0.557,-0.804,-1.409,-1.581,-1.763,-1.372,-0.98,-0.567,-0.176,-1.284,-0.343,-0.534,-0.739,-0.873,-1.085,-1.312,-1.471,2019.0,Current account balance
534,11.346,12.654,7.736,12.558,6.517,6.251,8.889,9.059,7.214,4.569,11.197,13.483,9.863,7.279,10.275,9.962,9.432,6.842,13.127,5.698,3.831,4.311,3.981,3.864,3.824,4.404,6.697,6.204,9.089,12.314,10.528,9.5,10.0,9.4,5.8,4.9,4.5,3.602,3.428,4.762,4.948,3.749,3.826,3.873,3.944,4.042,2020.0,"Inflation, average consumer prices"
536,673.239,736.992,741.946,659.474,672.201,658.217,610.234,562.902,621.934,696.874,770.757,847.573,907.767,1013.057,1115.613,1254.023,1394.497,1308.114,572.09,829.574,870.154,834.139,1002.907,1186.845,1280.696,1403.876,1764.79,2064.232,2418.043,2464.956,3178.133,3688.531,3744.53,3684.0,3533.606,3367.691,3605.721,3885.465,3947.13,4196.67,4038.404,4287.185,4557.226,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
536,18.017,12.244,9.481,11.787,10.475,4.705,5.821,9.25,8.072,6.407,7.8,9.435,7.546,9.664,8.528,9.415,7.981,6.237,58.447,20.47,3.688,11.466,11.903,6.792,6.06,10.465,13.101,6.32,9.868,4.803,5.141,5.343,3.981,6.411,6.397,6.361,3.527,3.809,3.292,2.82,2.074,1.614,2.548,2.989,2.984,2.984,2019.0,"Inflation, average consumer prices"
536,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Employment
536,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,0.957,1.379,1.845,1.985,0.451,0.893,2.263,1.444,3.103,3.848,1.907,2.242,2.584,2.55,0.91,1.687,-0.084,0.045,0.488,-0.42,-1.033,-0.883,-1.25,-1.013,-0.915,-0.011,-0.489,-4.491,-3.569,-1.972,-0.977,-0.799,-0.54,2019.0,General government primary net lending/borrowing
429,2723745.702,2490648.774,2816627.292,3204648.582,2887918.156,2828301.104,2572717.483,2649137.155,2397660.614,2522449.092,2978510.9,3299414.455,3368948.335,3411281.605,3360472.345,3394842.321,3605843.714,3586017.957,3654514.945,3665793.405,3917516.69,3949094.244,4354007.124,4755696.079,4945369.5,5199769.442,5476337.428,5844885.233,5840480.508,5840800.393,6175274.157,6364368.558,5873423.486,5854329.027,6042535.012,5946680.443,6691109.2,6940833.6,6564709.03,6137335.91,5831089.722,6015039.975,6107152.481,2.0,2.0,2.0,2020.0,"Gross domestic product, constant prices"
429,36.588,31.586,25.084,31.214,24.169,22.062,19.466,16.112,18.304,25.296,32.758,45.437,43.966,30.473,22.182,29.704,36.727,36.281,35.622,34.291,37.417,40.804,41.908,46.299,46.67,41.39,40.613,41.581,43.452,42.116,40.71,38.606,41.528,41.22,40.399,34.911,33.534,35.704,38.897,39.804,40.661,39.952,39.53,39.173,38.971,38.77,2020.0,Total investment
433,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,47.734,82.084,117.701,92.209,101.638,45.166,52.271,71.012,87.383,100.0,130.175,104.763,122.14,152.296,156.362,156.345,155.207,114.644,99.27,113.769,131.516,128.44,113.039,121.49,124.985,126.85,130.828,135.448,2019.0,"Gross domestic product, deflator"
433,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,2557758.574,3818213.768,3782417.109,3897860.996,3877987.831,4098784.166,4134271.299,4285427.302,4493077.051,4990683.592,5236486.891,5036642.032,5133219.806,5757038.31,5466751.089,5319891.421,5414584.029,4640751.184,4637525.199,4661273.361,2.0,2.0,2.0,2013.0,"Gross domestic product per capita, constant prices"
433,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,16.865,17.707,20.602,24.586,33.378,43.951,57.846,95.345,99.798,106.538,101.834,105.207,111.541,115.571,119.191,121.083,123.879,121.961,122.205,122.088,122.205,123.427,124.661,126.531,128.809,131.127,133.75,2019.0,"Inflation, end of period consumer prices"
433,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,56.052,67.274,61.04,53.96,56.399,46.18,45.396,48.114,46.986,42.187,38.152,30.619,26.849,33.04,39.589,36.492,30.743,31.569,31.881,32.834,32.641,32.307,2018.0,General government revenue
178,6248.497,5882.875,6074.536,5836.367,5588.492,5931.026,7988.406,9413.916,10359.133,10748.233,13636.693,13740.037,15322.795,14254.333,15446.181,19075.47,20769.059,22455.276,24185.585,26200.227,26119.177,28094.114,32481.823,40936.839,47400.974,50429.237,53705.292,60779.611,61139.454,52013.637,48699.63,51846.757,48851.166,51446.096,55513.262,61850.638,62710.0,69869.541,79133.165,80504.404,79668.502,90478.082,96391.21,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
436,0.122,0.289,0.657,1.698,8.382,31.322,48.667,62.3,77.383,94.369,117.152,150.225,181.122,209.502,254.442,302.289,351.074,395.619,440.556,484.807,539.602,549.922,573.861,578.216,607.21,639.627,686.346,735.183,775.385,815.827,874.904,935.569,991.64,1056.843,1109.327,1166.527,1223.668,1269.448,1330.143,1406.749,1326.986,1391.925,1464.342,2.0,2.0,2.0,2019.0,"Gross domestic product, current prices"
436,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,-3.395,-4.931,-7.454,-3.197,-2.31,-1.638,-0.74,-0.959,-3.872,-5.62,-3.505,-3.307,-4.184,-4.117,-2.536,-0.699,-1.776,-2.297,-3.643,-4.107,-9.19,-5.527,-3.472,-4.101,-4.052,-3.966,2019.0,General government structural balance
436,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,17.403,3.576,-4.154,-4.849,7.085,13.673,22.162,27.756,9.503,-15.819,-0.38,5.769,-12.227,-10.109,-2.318,9.657,5.445,10.172,-19.663,-24.838,-143.212,-68.309,-47.292,-42.476,-36.974,-30.576,2019.0,General government primary net lending/borrowing
343,11.152,8.591,8.344,14.191,16.616,16.435,17.868,19.352,22.878,20.73,25.522,28.341,26.814,25.8,25.915,23.617,23.745,21.69,18.757,18.693,16.793,17.366,15.83,17.746,20.72,15.033,17.435,15.486,6.106,12.958,13.418,8.539,10.987,12.153,14.117,18.114,21.057,21.487,21.648,23.042,16.059,19.12,20.849,21.334,21.887,22.648,2019.0,Gross national savings
343,-6.431,18.375,7.0,-28.935,-46.67,-36.696,3.164,8.613,13.616,-10.425,-4.478,-0.327,-0.328,32.309,42.089,14.897,2.043,4.297,13.953,0.239,1.215,17.512,13.861,12.618,0.845,7.132,13.325,19.43,8.551,-17.303,-9.688,6.886,1.88,11.684,9.412,10.807,3.741,15.485,3.48,8.555,-19.395,16.605,17.333,13.411,7.371,4.743,2018.0,Volume of Imports of goods
343,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,8.842,13.018,20.386,29.997,39.802,54.718,78.052,86.389,93.267,102.948,104.193,123.792,149.905,181.575,201.443,210.4,250.752,286.789,352.23,421.458,388.768,403.192,399.279,395.242,419.491,460.72,503.356,552.05,604.597,630.354,638.02,651.704,717.633,771.608,823.046,869.022,2020.0,General government total expenditure
158,3.181,4.209,3.312,3.523,4.502,5.233,3.327,4.731,6.785,4.858,4.893,3.417,0.848,-0.518,0.993,2.742,3.1,1.076,-1.128,-0.252,2.78,0.406,0.118,1.528,2.205,1.663,1.42,1.654,-1.094,-5.416,4.192,-0.115,1.495,2.0,0.375,1.223,0.522,2.168,0.276,0.671,-5.273,2.321,1.66,1.233,0.957,0.563,2019.0,"Gross domestic product, constant prices"
439,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,-2.158,-1.538,-1.474,-1.849,-0.303,0.737,0.252,-2.477,-3.243,-3.954,-9.69,-6.85,-4.682,-6.3,-4.386,-2.227,-5.193,-3.978,-3.055,-3.585,-3.161,-2.902,-2.369,-1.641,-2.233,-2.483,-2.363,2019.0,General government structural balance
439,9.279,-0.86,-6.888,-7.698,-5.164,-5.051,-0.602,-5.054,-4.504,8.778,-5.294,-8.783,-15.085,-11.028,-6.227,-3.772,-3.105,0.393,0.173,4.819,0.315,-0.269,5.078,11.4,0.332,-17.5,-11.117,-16.291,-9.075,-5.075,-6.946,-10.026,-14.892,-10.169,-7.079,-8.993,-9.656,-10.609,-6.9,-2.255,-6.799,-5.68,-3.839,-3.803,-3.251,-2.977,2019.0,Current account balance
916,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,0.02,0.267,4.235,10.823,14.763,16.854,17.61,19.665,22.587,24.347,25.359,27.819,31.459,35.963,42.429,47.735,56.627,58.835,69.523,82.09,83.832,86.235,92.814,100.35,110.825,121.253,129.311,136.74,135.535,142.956,148.74,154.351,159.531,164.939,2019.0,Implied PPP conversion rate
664,1131.764,1178.166,1237.691,1257.408,1277.528,1329.561,1422.392,1505.043,1596.713,1669.43,1738.439,1761.722,1742.692,1741.041,1785.11,1861.635,1938.855,1946.825,2004.891,2048.984,2056.093,2137.902,2148.195,2211.544,2314.051,2445.134,2588.279,2765.596,2772.019,2863.688,3104.303,3294.026,3444.343,3646.822,3842.187,4061.902,4300.699,4507.377,4792.174,5049.31,5102.239,5340.435,5662.865,2.0,2.0,2.0,2019.0,"Gross domestic product, constant prices"
664,12.557500000000001,11.68,-4.089,-2.884,-3.398,-4.062,-3.97,-3.021,-2.622,-3.186,-4.367,-8.737,-11.021,-11.418,-5.516,-0.306,-0.653,-1.207,-0.036,0.638,-0.048,-1.269,-2.628,-1.638,-0.046,-1.405,-2.041,-2.418,-3.379,-4.34,-4.411,-4.117,-5.032,-5.696,-7.39,-8.089,-8.467,-7.836,-7.376,-7.734,-8.385,-8.527,-7.948,-7.554,-7.195,-7.002,2019.0,General government net lending/borrowing
